,id,source_url,captions,md5
1941,16726,https://plantid.net/PhotoPath/Thumb192/__NK/Clematis%20vitalba_0000%200000%201115%202218.jpg,"Clematis vitalba, This vigorous vine drapes over plants.  Its showy seeds make it easy to spot.",f8aa44d01487558d81a7c255cf633876
1942,16727,https://plantid.net/PhotoPath/Thumb192/__NK/Clematis%20vitalba_0000%200000%201115%202217.jpg,"Clematis vitalba, Heart shaped leaves, roughly serrated.",a43e14e9e927b0d59133ac5ec84c6da7
1943,16728,https://plantid.net/PhotoPath/Thumb192/__NK/Clematis%20vitalba_0000%200000%201215%202683.jpg,"Clematis vitalba, Grooved stem.  Opposite leaves.",b8117b1ea60e75ea4b3fa1718226a565
1944,16756,http://plantid.net/PhotoPath/Thumb192/__KM/Rhododendron%20occidentale_0000%200000%200309%200544.jpg,"Rhododendron occidentale, Fragrant flowers about 2 inches across, often with yellow on the inside.",4a1697b9280508628c9fd9d707b9eac1
1945,16757,http://plantid.net/PhotoPath/Thumb192/__JML/Rhododendron%20occidentale.jpg,"Rhododendron occidentale, Leaves about an inch wide and 4 inches long.",dc90090b7a0ede04c76665155fd50d63
1946,16758,http://plantid.net/PhotoPath/Thumb192/__WF/Rhododendron%20occidentale_Western%20Azalea_Potrero%20Meadows_2002-05-29__WF.jpg,"Rhododendron occidentale, Shrub, grows to 16 feet tall.",777789d8bfc8ba8a23bb6f540512185d
1947,16759,http://plantid.net/PhotoPath/Thumb192/__ZAB/Euonymus%20occidentalis_0000%200000%200714%202244.jpg,"Euonymus occidentalis, Bright red 3-part fruits are conspicuous in the late summer.",d9c448956b257c6abe3f4c78077d48ac
1948,16760,http://plantid.net/PhotoPath/Thumb192/__KM/Euonymus%20occidentalis%20var.%20parishii_0000%200000%201015%201232.jpg,"Euonymus occidentalis, Leaves are narrow and pointed, and are arranged in opposite pairs",6af33b5c79b235dde283287f99a37c6d
1949,16761,http://plantid.net/PhotoPath/Thumb192/__KM/Euonymus%20occidentalis%20var.%20parishii_0000%200000%201015%201249.jpg,"Euonymus occidentalis, Small brown or pink flowers are about 1/4"" across and have nectar in the center.",1baf3cb698e9a744c0c32d37d36d7f90
1950,16915,http://plantid.net/General/GetPhoto.aspx?Fullpath=C:\PlantID19\Prod\PlantIDWeb\PlantIDWebPhotos\Thumb192\__SGM\2013-02-11 Bootjack Trail on Mt Tamalpias\Polystichum munitum_Western Sword Fern__SGM.jpg&Size=192&WatermarkText=SGM&FontSize=10,"Polystichum munitum, Notice the little sword hilts pointing down at the base of each leaflet. Fronds are thick, dark green and evergreen .",d821c6b9462aaa3f1635227cacd0d35c
1951,16916,http://plantid.net/PhotoPath/Thumb192/__KM/Polystichum%20munitum_0000%200000%200208%200996.jpg,"Polystichum munitum, Under the fronds are round sori , full of spores, lined adjacent to the center line.",b3e8c87f75c2f690f5b69ff34af8c7cb
1952,16917,http://plantid.net/PhotoPath/Thumb192/__RS/Polystichum%20munitum%20MUWO_parkingproj_2013_06_14%20161.jpg,"Polystichum munitum, Sword Fern is common in acidic soil under redwoods and other damp shady places.  Its base is round and its fronds arch upward.",2244390f6fc67f4acbe99d200b74ccfc
1953,17014,http://plantid.net/General/GetPhoto.aspx?Fullpath=C:\PlantID19\Prod\PlantIDWeb\PlantIDWebPhotos\Thumb192\__DOB\Ceanothus decornutus(3).JPG&Size=192&WatermarkText=DOB&FontSize=10,"Ceanothus decornutus, Flowers have 5 petals, rather than 6, as with Jepsonii.",06e3de9890ad6c2f7909ad22db1dbd94
1954,17015,http://plantid.net/PhotoPath/Thumb192/__DOB/Ceanothus%20decornutus(2).JPG,"Ceanothus decornutus, While leaves are similar to C. jepsonii, flowers are paler.",9b4e7fc5a9598e8d8d5e3d1dc8df443f
1955,17016,http://plantid.net/PhotoPath/Thumb192/__DOB/Ceanothus%20decornutus.jpg,"Ceanothus decornutus, Found on exposed serpentinite outcrops on Nicasio Ridge.",c01e4c3c5c07a4717e02b6c763af7357
1956,17044,http://plantid.net/PhotoPath/Thumb192/__WF/Blennosperma%20nanum%20var.%20nanum_Yellow%20Carpet_Lucas%20Valley%20Road_1992-03-01__WF.jpg,"Blennosperma nanum var. nanum, Many yellow petals.  Note ring of white stigmas.  Buds are covered with green bracts.",91c9ad1cd439603337d80dc46b83206e
1957,17045,http://plantid.net/General/GetPhoto.aspx?Fullpath=C:\PlantID19\Prod\PlantIDWeb\PlantIDWebPhotos\Thumb192\__WF\Blennosperma nanum var. nanum_Yellow Carpet_Olampali_1978-02-20__WF.jpg&Size=192&WatermarkText=WF&FontSize=10,"Blennosperma nanum var. nanum, Yellow petals are separate from each other, with green bracts below each one.",c1a9c55569d319aa4f8e47af21059d9d
1958,17046,http://plantid.net/General/GetPhoto.aspx?Fullpath=C:\PlantID19\Prod\PlantIDWeb\PlantIDWebPhotos\Thumb192\__WF\Blennosperma nanum var. nanum 2_Yellow Carpet_Olampali_1978-02-20__WF.jpg&Size=192&WatermarkText=WF&FontSize=10,"Blennosperma nanum var. nanum, Leaves are thin but fleshy.",cd65d9cf5efcc1370562f2342b8296de
1959,17086,http://plantid.net/PhotoPath/Thumb192/__RS/Eriophyllum%20lanatum%20var.%20arachnoideum%20GOGA%20Miwok-land%202011_04_14%20046.jpg,"Eriophyllum lanatum var. arachnoideum, Yellow center and many yellow petals (ray flowers).  Grows to 2 feet high.",564a2f0f048a09001475240b8c0acf6e
1960,17087,http://plantid.net/PhotoPath/Thumb192/__RS/Eriophyllum%20lanatum%20var.%20arachnoideum%20GOGA%20Miwok-land%202011_04_14%20050.jpg,"Eriophyllum lanatum var. arachnoideum, Several flowers grow out of a base of woolly leaves.  Leaves have thin finger-like lobes .",9e8ebdbc4c25fcb4e2b3c06ae8c678fb
1961,17088,http://plantid.net/PhotoPath/Thumb192/__NK/Eriophyllum%20lanatum%20var.%20arachnoideum_0000%200000%200211%202837.jpg,"Eriophyllum lanatum var. arachnoideum, Phyllaries are also woolly, and are pointed.",2054cf812bc7f5778fbc198b1fd3470d
1962,17092,http://plantid.net/PhotoPath/Thumb192/__RPS/Hemizonia%20congesta%20ssp.%20lutescens_Hayfield%20Tarweed_0597.jpg,"Hemizonia congesta ssp. lutescens, The flowerhead center is flat, showing a circle of tiny disc flowers . Outer ray flowers have 3 lobes at the tip.",b3470e788104effc7fe4ce33aca148a0
1963,17093,http://plantid.net/PhotoPath/Thumb192/__RPS/Hemizonia%20congesta%20ssp.%20lutescens_Hayfield%20Tarweed_0603.jpg,"Hemizonia congesta ssp. lutescens, Yellow ray flowers lay flat, in plane.  They're a favorite of native bees.  Green phyllaries below the flowerhead form a single row.",6500be264cc4f6ad0de259299a56a040
1964,17094,http://plantid.net/PhotoPath/Thumb192/__RS/Hemizonia%20congesta%20ssp.%20lutescens%20PORE_2013_05_30%20065.jpg,"Hemizonia congesta ssp. lutescens, In the summer and fall, Tarweed fills fields with color and its distinctive tarry smell.",3a599823796930aec39b204cf8fe5acf
1965,17098,http://plantid.net/PhotoPath/Thumb192/__WL/Calystegia%20subacaulis%20subsp.%20subacaulis%20-%20Carquinez%20Strait%202002-04-30%20-1.jpg,"Calystegia subacaulis ssp. subacaulis, Flowers grow on 1 inch stalks, above a rosette of basal leaves .",2bada8207b02cbde9efb652c1bea9d09
1966,17099,http://plantid.net/PhotoPath/Thumb192/__NK/Calystegia%20subacaulis%20ssp.%20subacaulis_0000%200000%201114%203867.jpg,"Calystegia subacaulis ssp. subacaulis, Morning Glory flowers open in the morning and wither by the end of the day.",5902fbabf0c7b5954f2ad4adab3df5d9
1967,17100,http://plantid.net/PhotoPath/Thumb192/__ZAB/Calystegia%20subacaulis%20ssp.%20subacaulis_0000%200000%201117%201230.jpg,"Calystegia subacaulis ssp. subacaulis, Leaves grow on 1"" stalks.  They're shaped like an arrow head, with a wide base and pointed tip.",916c5f853713aa023c7989afd9adb007
1968,17113,http://plantid.net/PhotoPath/Thumb192/__SSM/Eriogonum%20nudum%20var.%20nudum_0000%200000%200706%201015.jpg,"Eriogonum nudum var. nudum, Stems have no leaves (thus nudum ).  Stems are topped with rounded clusters of pale flowers.",ad5fec4295d8f1355a004ec650d21834
1969,17114,http://plantid.net/PhotoPath/Thumb192/__WF/Eriogonum%20nudum%202_Naked%20Buckwheat_Ring%20Mountain_1982-06-10__WF.jpg,"Eriogonum nudum var. nudum, Clusters of tiny flowers have long stamens sticking out.  Flowers show white, pale pink or yellow.",84a0b9439d3332de560ee1475335143c
1970,17115,http://plantid.net/PhotoPath/Thumb192/__KM/Eriogonum%20nudum%20var.%20nudum_0000%200000%201208%200280.jpg,"Eriogonum nudum var. nudum, Leaves are on long stalks at the base of the plant.  They're grey-green above; white-hairy underneath.  They have a prominent central vein.",11f9d3d73e5cdd3b9d7c2d2489d40ac0
1971,17527,http://plantid.net/PhotoPath/Thumb192/__SSM/Trifolium%20gracilentum_0000%200000%200416%201240.jpg,"Trifolium gracilentum, Base of petals dark pink-purple, fading to white-pink at the end.  Note there are no bracts below the flower.",6228b3eef2cb4a0d229d251454cf79b5
1972,17528,http://plantid.net/PhotoPath/Thumb192/__SSM/Trifolium%20gracilentum_0000%200000%200416%201238.jpg,"Trifolium gracilentum, Leaves have small serrations.",462a331fcbf5fe6d3716fc93726115b0
1973,17529,http://plantid.net/PhotoPath/Thumb192/__NK/Trifolium%20gracilentum_0000%200000%201116%202856.jpg,"Trifolium gracilentum, Flowers and leaves are small, (thus pin-point) even though the plant stands erect.",17aa33eed92aefd1447619d54e12b6c5
1974,17533,http://plantid.net/PhotoPath/Thumb192/__NK/Pseudognaphalium%20ramosissimum_0000%200000%200213%202804.jpg,"Pseudognaphalium ramosissimum, Pink or white papery phyllaries surround white or yellow flower centers.",f122233422f2ae984e605ed995895277
1975,17534,http://plantid.net/PhotoPath/Thumb192/__NK/Pseudognaphalium%20ramosissimum_0000%200000%200213%202801.jpg,"Pseudognaphalium ramosissimum, Flower branch near the top of the stem.",9c3e3178e91dad1f579b91b4254e03d4
1976,17535,http://plantid.net/PhotoPath/Thumb192/__AF/Pseudognaphalium%20ramosissimum_1449.jpg,"Pseudognaphalium ramosissimum, Grows to 4 feet tall, in bunches.",8a03c736c7cd1857a65512ae54d08f1b
1977,17551,http://plantid.net/PhotoPath/Thumb192/__KM/Polypodium%20calirhiza_0000%200000%201208%201309.jpg,"Polypodium calirhiza, Fronds have broad oval segments coming to a dull point.  Segments get shorter close to the base.",6f76165b9dced0eb8657094834e2ddc6
1978,17552,http://plantid.net/PhotoPath/Thumb192/__BHS/2014-02-14%20Lake%20Lagunitas/Polypodium%20calirhiza_Polypodium_Lake%20Lagunitas_2014-02-14__BHS-3.jpg,"Polypodium calirhiza, A small fern, 4 to 10 inches long.",7043a502435309fbb9dcc098107c0b56
1979,17553,http://plantid.net/PhotoPath/Thumb192/__WF/Polypodium%20calirhiza_Licorice%20Fern_Fairfax%20Bolinas%20Road_1990-03-01__WF.jpg,"Polypodium calirhiza, Groups together on rocky banks.",536b920d1904226db7fa9ae6ad19007e
1980,17565,http://plantid.net/PhotoPath/Thumb192/__KM/Castilleja%20exserta%20ssp.%20exserta_0000%200000%200104%200309.jpg,"Castilleja exserta ssp. exserta, Each flower is tubular, ending in  3 white and purple sacs below and a narrow beak on top, creating an owl's face.",72e805a8a27c4d7b5bce0591c0b86289
1981,17566,http://plantid.net/PhotoPath/Thumb192/__SSM/Castilleja%20exserta%20ssp.%20exserta_0000%200000%200403%200173.jpg,"Castilleja exserta ssp. exserta, Leaves are narrow and hairy. Bracts around the flowers are narrow and hairy, with lavender tips.",05ed76c3420eb453ae4ce468e67321e5
1982,17567,http://plantid.net/PhotoPath/Thumb192/__NK/Castilleja%20exserta%20ssp.%20exserta_0000%200000%201013%200097.jpg,"Castilleja exserta ssp. exserta, Purple Owl's Clover is found on grassy hillsides, especially in serpentine soils.",f15914940d9ce03d7be5320918f58380
1983,17571,http://plantid.net/PhotoPath/Thumb192/__WL/Centaurea%20calcitrapa%20-%20Wildcat%20Canyon%202002-08-08%20-1.jpg,"Centaurea calcitrapa, Look for a purple-pink thistle flower with radial needles pointing straight out below it.",029417a1df0829d24181de181145cc98
1984,17572,http://plantid.net/PhotoPath/Thumb192/__WL/Centaurea%20calcitrapa%20-%20Wildcat%20Canyon%202003-08-05%20-3-2.jpg,"Centaurea calcitrapa, Stems are grooved.  This plant grows as a dense shrub.",d42e1e35fd96b10271a8b4dc669bcb54
1985,17573,http://plantid.net/PhotoPath/Thumb192/__NK/Centaurea%20calcitrapa_0000%200000%201208%202246.jpg,"Centaurea calcitrapa, Radial basal leaves have deeply indented lobes .",35e0d290faf07505dd6141befefa0356
1986,17595,http://plantid.net/PhotoPath/Thumb192/__BHS/2015-03-07%20Fairfax%20Bolinas%20Rd%20and%20Bolinas%20Ridge/Ceanothus%20cuneatus%20var.%20ramulosus(2)-2.jpg,"Ceanothus cuneatus var. ramulosus, Flowers have 5 petals with yellow-topped stamens sticking out.",ac14c06a2e46e78eed80c85ea7beaf07
1987,17596,http://plantid.net/PhotoPath/Thumb192/__WF/Ceanothus%20cuneatus%202_Wedgeleaf%20Ceanothus_Potrero%20Meadows_1977-01-22__WF.jpg,"Ceanothus cuneatus var. ramulosus, Leaves are thick, fairly short, and round edged.",4aa351981761a8f7aba9b19c4d274ba7
1988,17597,http://plantid.net/PhotoPath/Thumb192/__DLS/Ceanothus%20cuneatus%202_Buck%20Brush__DLS.jpg,"Ceanothus cuneatus var. ramulosus, Prodigious blooms created by thousands of flowers on a single bush.",f8a5205c290e3112f4a18f018409c8d3
1989,17673,http://plantid.net/PhotoPath/Thumb192/__WF/Ceanothus%20foliosus_Wavyleaf%20Ceanothus_Railroad%20Grade%20on%20Mt.%20Tam_1986-03-29__WF.jpg,"Ceanothus foliosus var. foliosus, Indigo Brush produces large numbers of small flowers and leaves.",f7618493942b6c3ee0901aae6e9d31a3
1990,17674,http://plantid.net/General/GetPhoto.aspx?Fullpath=C:\PlantID19\Prod\PlantIDWeb\PlantIDWebPhotos\Thumb192\__RPS\Ceanothus foliosus var. foliosus_Indigo Brush_1925.jpg&Size=192&WatermarkText=RPS&FontSize=10,"Ceanothus foliosus var. foliosus, Tiny flowers gather in small clumps, with white and yellow accents.",1e0827b827f4f146185cd332f8102ff5
1991,17675,http://plantid.net/PhotoPath/Thumb192/__DOB/Ceanothus%20foliosus%20var.%20foliosus.jpg,"Ceanothus foliosus var. foliosus, Tiny leaves are thick and have distinctive glandular bumps.",4b6d887e3424bc2a95e9c9b4351266db
1992,17715,http://plantid.net/PhotoPath/Thumb192/__KM/Lithocarpus%20densiflorus%20var.%20densiflorus_0000%200000%201108%201932.jpg,"Notholithocarpus densiflorus var. densiflorus, Leaf has strong veins, each leading to a point on the edge of the leaf.",351048722fd5ee0ef6e15c1ec217e18f
1993,17716,http://plantid.net/PhotoPath/Thumb192/__KM/Lithocarpus%20densiflorus%20var.%20densiflorus_0000%200000%201108%201933.jpg,"Notholithocarpus densiflorus var. densiflorus, Underside of leaf is often fuzzy.",f8c3c21dc4ee4ff514b101c0d5a696e7
1994,17717,http://plantid.net/General/GetPhoto.aspx?Fullpath=C:\PlantID19\Prod\PlantIDWeb\PlantIDWebPhotos\Thumb192\__WF\Notholithocarpus densiflorus_Tanbark Oak_Bon Tempe Lake_1980-09-14__WF.jpg&Size=192&WatermarkText=WF&FontSize=10,"Notholithocarpus densiflorus var. densiflorus, Acorns tops look like wild hair.",080eda58b01cddcbbfd710e6b6771157
1995,17721,http://plantid.net/PhotoPath/Thumb192/__SGM/2012-07-02%20Shell%20Beach%20Tomales%20Bay/Morning%20Glory_Calystegia%20purpurata%20ssp%20purpurata__SGM.jpg,"Calystegia purpurata ssp. purpurata, Petals fuse to each other in an open funnel shape.  They're white to pink, with darker lines near the folds.",f6564ea7f24ad125d6b3d7e71e4765f5
1996,17722,http://plantid.net/PhotoPath/Thumb192/__KM/Calystegia%20purpurata%20ssp.%20purpurata_0000%200000%201208%202419.jpg,"Calystegia purpurata ssp. purpurata, Leaves are thin and heart-shaped, ending in a point.  Margins are smooth.",aa049a254eda2b1161f330e95bad894e
1997,17723,http://plantid.net/PhotoPath/Thumb192/__WF/Calystegia%20purpurata%20ssp.%20purpurata_Vine%20Morning%20Glory_Chimney%20Rock_1978-04-08__WF.jpg,"Calystegia purpurata ssp. purpurata, Vine Morning Glory runs along the ground and climbs up other plants. This species is not hairy.",bf803efda8b5d836452c57a304f498e1
1998,18006,http://plantid.net/PhotoPath/Thumb192/__ZAB/Triteleia%20peduncularis_0000%200000%200617%200671.jpg,"Triteleia peduncularis, 6 white petal-like tepals surround a yellow style and white-tipped stamens (the ones in the picture are old).",e0c7b03ea04d3914391d279ed6632884
1999,18007,http://plantid.net/PhotoPath/Thumb192/__WF/Triteleia%20peduncularis%203_Long%20Rayed%20Brodiaea_Ring%20Mountain_1977-06-05__WF.jpg,"Triteleia peduncularis, Flowers form an umbel at the top of a branchless stalk (a scape) that rises from the ground.",1319c85ae209981dbd57f97fbcbe2db8
2000,18008,http://plantid.net/PhotoPath/Thumb192/__KK/Triteleia%20peduncularis_1587.jpg,"Triteleia peduncularis, Leaves are quite long (4-12"") and narrow (1/4"").  The back of the tepals often have a violet flush.",6f2b21237e2addb5034faec8bc4b28dc
2001,18009,http://plantid.net/PhotoPath/Thumb192/__NK/Hesperolinon%20congestum_0000%200000%201009%200201.jpg,"Hesperolinon congestum, Pink buds open to nearly white flowers, about 1/2"" across.  Pink-tipped stamens stand out from the petals. Sepals are hairy.",3d3196069e66a55a29b1d6c411170145
2002,18010,http://plantid.net/PhotoPath/Thumb192/__WF/Hesperolinon%20congestum_Marin%20Dwarf%20Flax_Tiburon%20Open%20Space_2002-05-20__WF.jpg,"Hesperolinon congestum, Flat-topped flower clusters appear at the tips of many branches.",d0c50fbcecdd14df598075564da27d09
2003,18011,http://plantid.net/PhotoPath/Thumb192/__SSM/Hesperolinon%20congestum_0000%200000%200616%202203.jpg,"Hesperolinon congestum, Leaves are alternate , linear and not hairy.  They have glandular stipules that exude a protective red resin.",0c6b22e69431614f7dce7b3865f16aef
2004,18012,http://plantid.net/PhotoPath/Thumb192/__WF/Toxicoscordion%20fontanum_Marsh%20Zigadene_Wolfback%20Ridge_19678-03-09__WF.jpg,"Toxicoscordion fontanum, Marsh Zigadene has many flowers, generally smaller than 1/2"" across.",f66fa8c87aeeb0e3f37a71c07d48ca91
2005,18013,http://plantid.net/PhotoPath/Thumb192/__WF/Toxicoscordion%20fontanum_Marsh%20Zigadene_French%20Ranch%20in%20San%20Geronimo_2001-06-08_WF.jpg,"Toxicoscordion fontanum, It also has many narrow basal leaves.",e94f43b3bfcfeb73678feee123282a3c
2006,18014,http://plantid.net/PhotoPath/Thumb192/__NK/Toxicoscordion%20fontanum_0000%200000%200311%200505.jpg,"Toxicoscordion fontanum, Fruits are capsules.  When dry, they open along their length to release many seeds.",36424d6bde951d92bc003ef81b10e68e
2007,18021,http://plantid.net/PhotoPath/Thumb192/__JB/Calochortus%20umbellatus_Oakland%20Star%20Tulip__JB%20-%20DSC_1769%202%20copy.JPG,"Calochortus umbellatus, This pale lilac-pink flower is about 1-1/2"" across, with purple spots at the center. Anthers can be light blue or pink.",ae97982cd64274fea083fc7a094a1732
2008,18022,http://plantid.net/PhotoPath/Thumb192/__SSM/Calochortus%20umbellatus_0000%200000%200418%202853.jpg,"Calochortus umbellatus, A single basal leaf and smaller stem leaves photosynthesize  sugars needed to create one or more showy flowers, each on its own stalk.",78a6896082f8b2091d01881faed6310b
2009,18023,http://plantid.net/PhotoPath/Thumb192/__WF/Calochortus%20umbellatus_Oakland%20Star%20Tulip_Simmons%20Trail%20on%20Mt.%20Tam_1984-06-10__WF.jpg,"Calochortus umbellatus, Seed capsules hang down from the withering plant.  When mature, they'll drop to the ground and germinate when exposed to cold, moist conditions.",fe6ab67b6e27651188cf2ed6118fb984
2010,18024,http://plantid.net/PhotoPath/Thumb192/__SSM/Allium%20lacunosum%20var.%20lacunosum_0000%200000%200616%202206.jpg,"Allium lacunosum var. lacunosum, Flowers have 6 petal-like tepals with stamens growing directly out of them.  Dark veins point toward nectaries , attracting pollinators.",0dd868e1d3e72844a28d0c5fe9d1bef4
2011,18025,http://plantid.net/PhotoPath/Thumb192/__SSM/Allium%20lacunosum%20var.%20lacunosum_0000%200000%200616%202207.jpg,"Allium lacunosum var. lacunosum, Flower stalks form a dense umbel , with 2 bracts at the base of the umbel.",56a42f3637e196b26c963c2443ded403
2012,18026,http://plantid.net/PhotoPath/Thumb192/__SSM/Allium%20lacunosum%20var.%20lacunosum_0000%200000%200616%202208.jpg,"Allium lacunosum var. lacunosum, Stems are thick and wavy, up to 1 foot tall.  Leaves are long, thin and hollow, and have an onion smell.",7928018bba4fbff638793240145eb5a8
2013,18033,http://plantid.net/PhotoPath/Thumb192/__FRDM/Over4500/Calandrinia%20ciliataFL.jpg,"Calandrinia menziesii, This flower has 5 dark pink petals, yellow-tipped stamens , and is less than 1"" wide.  Leaves are thick and edible.",1d6d9603f196cc2c4fbcccf797f268e3
2014,18034,http://plantid.net/PhotoPath/Thumb192/__FRDM/Over4500/Calandrinia%20ciliataLF.jpg,"Calandrinia menziesii, Leaves are alternate , thick, fairly long, and wider towards the tip.",a4ba0bd65f7ffa82a8644151d96da805
2015,18035,http://plantid.net/PhotoPath/Thumb192/__NK/Calandrinia%20ciliata_0000%200000%201109%202062.jpg,"Calandrinia menziesii, Red Maids needs wet conditions to germinate and start growing, but does well in full sun and gravelly soil after that.",0f8658d51f4111452aff96c1803aaa06
2016,18069,http://plantid.net/PhotoPath/Thumb192/__EB/2013%20may%20end%20beg%20june%20013.JPG,"Eriogonum luteolum var. caninum, Pink flowers are tiny, with 6 segments and long stamens .",b705216feabcfb13360be0ec175dd945
2017,18070,http://plantid.net/PhotoPath/Thumb192/__WL/Eriogonum%20luteolum%20var.%20caninum%20-%20Redwood%202007-07-12_-17.jpg,"Eriogonum luteolum var. caninum, Stems branch frequently, with spherical flower clusters at each tip.",d3e1c5cc30fb7b655decb98eeec36d70
2018,18071,http://plantid.net/PhotoPath/Thumb192/__WL/Eriogonum%20luteolum%20var.%20caninum%20-%20Redwood%202007-07-09_-5.jpg,"Eriogonum luteolum var. caninum, Leaves are mostly basal , roundish and on stalks.  They're densely hairy underneath and generally nearly hairless above.",d3faad16cf869b035cba572aba2d61f1
2019,18228,http://plantid.net/PhotoPath/Thumb192/__WF/Calochortus%20tiburonensis%202_Tiburon%20Mariposa%20Lily_Ring%20Mountain_1994-06-07__WF.jpg,"Calochortus tiburonensis, Petals often face the sky, revealing distinctive maroon markings.  Their pale color tends to blend in with tall grasses around them.",4f4683076254272bc7fa643c1bcbfb85
2020,18229,http://plantid.net/PhotoPath/Thumb192/__SSM/Calochortus%20tiburonensis_0000%200000%200616%202226.jpg,"Calochortus tiburonensis, Petals are hairy.  6 red-brown anthers surround a 3- lobed style .",38294a7874be44735d9eb9c4de477335
2021,18230,http://plantid.net/PhotoPath/Thumb192/__RPS/Calochortus%20tiburonensis_Tiburon%20Mariposa%20Lily_1862.jpg,"Calochortus tiburonensis, This showy lily grows natively only on Ring Mountain.",dcd860ab2101e785a8c36caa3a000752
2022,18234,http://plantid.net/PhotoPath/Thumb192/__BB/Delphinium%20hesperium%20ssp.%20hesperium_0000%200000%201209%201970.jpg,"Delphinium hesperium ssp. hesperium, 5 petal-like sepals surround a smaller corolla made up of 4 petals and a long spur.  The flower is hairy on the inside.",c94767a791a17e9c4167cae3b0162eba
2023,18235,http://plantid.net/PhotoPath/Thumb192/__RPS/Delphinium%20hesperium%20ssp.%20hesperium_Western%20Larkspur_1839.jpg,"Delphinium hesperium ssp. hesperium, Flowers form a spike at the top of a single stem.  New flowers emerge at the top while older flowers mature below.",ebd6873d5a20c7ad62d5ed5fcdcf1f8b
2024,18236,http://plantid.net/PhotoPath/Thumb192/__BB/Delphinium%20hesperium%20ssp.%20hesperium_0000%200000%201209%201974.jpg,"Delphinium hesperium ssp. hesperium, Leaves are deeply divided.",82b617efe29afeb1d8eb894605aaf1cf
2025,18240,http://plantid.net/PhotoPath/Thumb192/__KM/Lomatium%20dasycarpum%20ssp.%20dasycarpum_0000%200000%201208%201251.jpg,"Lomatium dasycarpum ssp. dasycarpum, Clusters of yellowish-green flowers grow on thick stalks.  The flower clusters grow in an umbrella pattern (an umbel ).",59e92f0d1e92a1bee8b13d66a86ef7c5
2026,18241,http://plantid.net/PhotoPath/Thumb192/__WL/Lomatium%20dasycarpum%20subsp.%20dasycarpum%20-%20Clayton%20Ranch%202013-03-29%20%2007.jpg,"Lomatium dasycarpum ssp. dasycarpum, Leaves are finely dissected.",63752997b9b70d333c3861025ca0d7dc
2027,18242,http://plantid.net/PhotoPath/Thumb192/__WL/Lomatium%20dasycarpum%20subsp.%20dasycarpum%20-%20Clayton%20Ranch%202013-03-29%20%2013.jpg,"Lomatium dasycarpum ssp. dasycarpum, Flowers turn into clusters of flat, round seeds.",468113b773fcec139a6ca21e37bf3cd5
2028,18243,http://plantid.net/PhotoPath/Thumb192/__KK/Perideridia%20kelloggii_870.jpg,"Perideridia kelloggii, Rounded clusters of small flowers sit on stalks that join at a point, like an umbrella.",41ce1b8753d7927524c422ceac3ef0b3
2029,18244,http://plantid.net/PhotoPath/Thumb192/__LBM/Perideridia%20kelloggii.jpg,"Perideridia kelloggii, Leaflets near the base of the plant are long and narrow and often forked.  Flowers and fruits are tiny and beautiful.",8fc5fd5e7c87a73551c6a15d993e4660
2030,18245,http://plantid.net/PhotoPath/Thumb192/__KK/Perideridia%20kelloggii_871.jpg,"Perideridia kelloggii, Yampah grows in grasslands, often in serpentine soils.",37e542530d11120c4254c76d6b986424
2031,18300,http://plantid.net/PhotoPath/Thumb192/__BB/Poa%20bulbosa_0000%200000%200411%200211.jpg,"Poa bulbosa ssp. vivipara, Bulbous Blue Grass has an odd-looking inflorescence composed mostly of small, brown, sprouting bulblets.",eeb446a81d5759e0e4faddb620228fed
2032,18301,http://plantid.net/PhotoPath/Thumb192/__ZAB/Poa%20bulbosa%20ssp.%20vivipara_0000%200000%200513%201788.jpg,"Poa bulbosa ssp. vivipara, This grass is easy to spot once you know what you're looking for: brown blobs where you'd expect to see grass florets .",02c7afa108fd9eef1ca211652c4ba572
2033,18302,http://plantid.net/PhotoPath/Thumb192/__PD/poa-bulbosa-051816-5.jpg,"Poa bulbosa ssp. vivipara, Unlike other grasses, the stem grows from a small bulb.",59465a6d1ddbf42f8b6fae6650eb5642
2034,18492,http://plantid.net/PhotoPath/Thumb192/__KM/Koeleria%20macrantha_0000%200000%200208%200316.jpg,"Koeleria macrantha, Developing spikelets look like a spike until they open up at maturity.  This grass is excellent food for wildlife and livestock.",9fe036f7f64fcd110151abdffd82fc59
2035,18493,http://plantid.net/PhotoPath/Thumb192/__RS/Koeleria%20macrantha%20GOGA%20PCC%20GrassStand-6%202011_05_3%20221.jpg,"Koeleria macrantha, At maturity, alternating branches hold several spikelets each.",45458b17bf78df492f9863283d16f4c0
2036,18494,http://plantid.net/PhotoPath/Thumb192/__WL/Koeleria%20macrantha%20-%20Redwood%202007-04-24_.jpg,"Koeleria macrantha, Narrow ascending leaves are mostly basal , with a few leaves at mid-stem.  They become inrolled when they dry.",f4173d68256558e2769863fdd4636489
2037,18510,http://plantid.net/PhotoPath/Thumb192/__NK/Streptanthus%20glandulosus%20ssp.%20pulchellus_0000%200000%201207%200847.jpg,"Streptanthus glandulosus ssp. pulchellus, Flower base puffy and hairy, with four little petals at the end.",0875ec07696e7022b54d47a1fb3cf2a4
